names	edited_features	longest_gene_isoform
AT1G73980	422	4067
AT5G52070	234	4433
AT1G60830	71	1130
AT1G72160	817	2238
AT3G04775	2	686
AT3G52530	9	1563
AT2G45150	145	2465
AT2G18490	1	1120
AT3G28510	1	1959
AT2G34890	602	3076
AT5G53150	517	4237
AT3G55690	233	1902
AT2G31160	1	1788
AT3G28030	363	7176
AT2G27400	2	929
AT1G02470	53	1956
AT2G39400	190	2389
AT2G30575	122	3862
AT1G75090	679	2318
AT2G47890	13	2291
AT1G02660	359	3259
AT4G02560	543	5015
AT1G33355	1	27
AT5G66950	658	3380
AT1G65720	1862	1421
AT2G46320	105	2627
AT1G15660	1104	4348
AT5G24300	838	4630
AT4G33950	109	3080
AT4G38460	406	1483
AT2G43970	1848	2983
AT3G01324	1	362
AT4G31355	8	878
AT5G47670	10	1391
AT1G15772	6	1074
AT2G36880	2332	2131
AT3G55510	442	3583
AT5G08580	886	2723
AT1G67630	688	3966
AT1G19870	2243	3809
AT3G51080	414	1766
AT1G69640	328	2108
AT2G41105	65	826
AT2G11280	13	1241
AT2G36310	367	2779
AT5G08540	423	1911
AT1G75110	353	2028
AT5G08680	3292	3300
AT5G26890	3	251
AT5G18890	1	2436
AT4G05935	13	320
AT5G54660	52	1435
AT5G55560	68	1663
AT1G16540	146	6118
AT2G39880	67	1816
AT4G13040	46	2716
AT1G09180	51	949
AT1G09363	457	542
AT4G11420	4525	5003
AT1G28840	3	71
AT2G07475	282	1334
AT4G25700	176	2180
AT3G14900	341	2051
AT2G20960	109	3184
AT4G30140	2	2416
AT5G53340	358	2853
AT5G06830	419	3131
AT4G33865	3060	1228
AT4G16560	1	3882
AT3G27820	717	3144
AT2G19450	184	3736
AT5G14515	23	1590
AT1G21170	762	6813
AT1G76710	421	3004
AT5G55930	49	3391
AT1G22430	65	2757
AT1G04973	72	725
AT3G48040	245	2176
AT1G57750	281	1897
AT1G48422	5	1285
AT5G40380	32	3655
AT5G40160	130	2210
AT4G04090	1	670
AT2G22910	267	3246
AT5G39740	10747	2253
AT3G16000	583	3093
AT1G78820	32	1835
AT1G29260	365	1507
AT1G54120	8	625
AT5G11450	441	2255
AT5G09275	274	590
AT3G49190	36	2546
AT2G31600	100	2200
AT1G65346	2	857
AT4G28365	14	995
AT2G22430	2312	1857
AT2G17290	364	3332
AT1G02280	661	2003
AT1G78172	112	1115
AT2G45170	287	1527
AT2G35450	159	2944
AT2G03240	1379	4775
AT1G66810	40	1808
AT2G36305	173	2227
AT1G06207	56	323
AT1G22220	11	1377
AT3G60770	5956	1590
AT1G12390	384	1759
AT2G20570	13	2456
AT5G07860	76	1819
AT5G11320	10	2393
AT2G20880	1	1343
AT3G14450	9	2139
AT4G23050	152	4503
AT3G09830	50	2613
AT2G05812	329	2507
AT4G23750	714	1910
AT4G15940	252	2177
AT2G05920	4008	3137
AT4G15810	211	3594
AT2G29350	3	1642
AT2G09075	3	502
AT1G19394	30	897
AT4G07030	5	229
AT1G09110	1	71
AT1G20190	215	1504
AT1G31070	218	3923
AT2G26250	6025	2862
AT2G03350	277	1651
AT5G51850	130	2526
AT2G10930	5	794
AT5G23030	67	1667
AT1G06660	250	3108
AT2G02910	259	2564
AT3G57645	5	862
AT1G14730	28	1767
AT1G61420	75	4027
AT5G06010	26	416
AT4G28480	617	2263
AT5G46100	84	1540
AT2G45160	531	2589
AT4G01980	4	908
AT1G80100	10	1215
AT2G08340	141	635
AT3G61950	97	2094
AT4G15470	2576	2291
AT5G63300	83	926
AT1G72330	491	3404
AT4G30100	974	6661
AT2G45050	6	1430
AT3G21790	3	1724
AT1G08315	61	1210
AT2G19180	556	1570
AT3G11964	1694	13012
AT5G26690	3	775
AT1G11160	126	6798
AT2G08500	15	346
AT4G27910	412	6715
AT2G36060	981	1568
AT5G35927	8	485
AT4G19060	102	1384
AT1G06540	670	2040
AT5G57040	120	1348
AT1G15040	118	1515
AT3G04300	1	931
AT2G14800	5	946
AT2G20770	59	2067
AT1G59670	1	1356
AT2G03620	341	3155
AT5G22330	1022	3484
AT1G05093	2	505
AT3G17510	203	4077
AT1G20575	363	2015
AT5G26900	14	1334
AT1G26180	283	2268
AT3G43430	4	959
AT4G00690	46	2480
AT3G13050	194	2679
AT2G21890	1	1588
AT1G15010	2	775
AT5G26770	217	2491
AT1G65032	135	985
AT5G65960	592	2099
AT1G17665	62	2372
AT3G53850	224	1227
AT3G21220	371	2894
AT3G17712	418	3425
AT4G18510	2	875
AT4G12580	10	823
AT3G62300	1320	3254
AT1G04913	5	433
AT3G28540	5	2074
AT1G11500	7	1023
AT1G59610	1768	7944
AT5G56600	405	828
AT1G76250	281	2781
AT3G05740	238	3388
AT5G65683	214	3034
AT5G59310	49	967
AT3G07045	3	471
AT1G04910	571	3510
AT5G37420	8	1927
AT3G04070	13	1934
AT1G17860	114	860
AT3G44330	1730	4613
AT4G23300	3	3149
AT4G15910	1209	1215
AT5G62470	383	2150
AT1G60410	3	1848
AT1G30440	1605	3686
AT4G16566	97	2348
AT5G58150	357	2759
AT1G04773	52	740
AT3G05870	321	2291
AT4G13261	353	580
AT1G17230	160	4516
AT3G46840	78	3102
AT1G05973	13	268
AT1G58110	575	2865
AT2G40630	272	3445
AT3G50890	199	1372
AT5G65910	462	2068
AT5G61760	313	1795
AT1G65985	25	6568
AT5G01350	1057	1969
AT5G07735	4	99
AT3G15800	60	2158
AT1G02450	29	622
AT5G58300	537	3249
AT5G10310	100	941
AT1G73180	514	3819
AT1G54460	812	2982
AT1G59890	1204	7471
AT2G35520	402	1552
AT4G05160	312	2659
AT5G10960	3135	2216
AT1G48550	117	2164
AT5G27950	522	4921
AT1G79560	1248	5826
AT2G04135	1	1008
AT5G47370	379	1736
AT3G06350	893	3580
AT1G01160	816	1757
AT5G51451	9	667
AT1G01060	27	4506
AT5G54140	214	2394
AT1G76060	144	750
AT2G27240	9	2829
AT2G48121	55	754
AT5G08875	92	196
AT2G28840	1128	2537
AT3G24463	2	1358
AT1G22110	17	3554
AT4G34020	165	2737
AT1G49220	6	767
AT1G50360	357	7694
AT2G05210	307	3830
AT2G40790	2	1349
AT1G22830	79	3141
AT1G27110	4	4784
AT1G07250	245	1849
AT5G59060	2	480
AT2G04230	75	2305
AT1G72440	1264	5843
AT4G35485	41	495
AT1G78160	17	2876
AT5G42770	164	2619
AT2G14900	744	1221
AT5G08600	99	4054
AT2G02410	52	2360
AT1G19840	117	1083
AT1G19720	431	3147
AT2G32220	86	613
AT2G17740	1	1058
AT4G22860	477	4350
AT2G31560	64	1526
AT4G17960	190	1716
AT3G02390	12	691
AT5G25050	138	2566
AT3G23910	609	3194
AT4G24610	719	8107
AT1G07260	31	1763
AT5G67510	1763	877
AT3G05325	4	86
AT5G24810	632	6165
AT3G09350	381	2362
AT4G24960	844	1447
AT1G62800	11	3843
AT3G22890	1350	2410
AT4G05180	2737	1720
AT3G16890	114	2488
AT5G25220	952	2657
AT4G13810	3	3029
AT3G01930	142	2629
AT5G04260	116	1416
AT5G58840	11	3435
AT1G31817	551	1749
AT1G67000	1	3829
AT3G61070	571	2784
AT4G25120	142	7956
AT1G61390	17	4284
AT1G20620	2231	3568
AT1G14810	602	2426
AT2G16405	266	3750
AT4G39838	456	2076
AT2G20370	338	2462
AT3G06890	82	828
AT5G67540	151	2349
AT5G67300	1146	1984
AT1G23200	10	2528
AT1G57540	236	1626
AT3G15040	140	2041
AT3G03780	324	4170
AT5G03940	596	3319
AT4G37432	99	1956
AT5G67100	1814	9478
AT1G30500	98	1978
AT1G73690	98	2510
AT1G75000	15	1470
AT5G07910	159	2856
AT3G45420	78	3467
AT4G27270	96	2170
AT3G27460	135	3102
AT3G15357	42	707
AT5G21080	21	5385
AT4G29700	3195	2172
AT5G36340	1157	347
AT2G04852	39	1317
AT2G31140	297	1922
AT2G34040	1471	4951
AT2G34170	102	3351
AT2G19750	1316	1239
AT5G01310	265	2946
AT5G61960	1406	6345
AT4G17660	11	2061
AT1G15460	92	4196
AT1G25260	1389	2340
AT1G21430	6	1341
AT4G00920	7	1615
AT1G42480	773	2818
AT4G01150	1124	1339
AT2G42530	100	1840
AT5G27230	113	3957
AT5G60160	976	3267
AT5G04950	1	1398
AT3G43440	225	2611
AT4G39950	26	2560
AT4G37370	28	2003
AT1G64490	226	706
AT5G60180	2	1260
AT1G13245	65	790
AT5G40348	24	4569
AT5G06850	38	3565
AT3G03080	2	2007
AT1G27310	1530	1686
AT1G33170	307	3603
AT5G44340	5838	2014
AT5G65460	625	7567
AT5G62890	2165	4229
AT5G27870	2	3159
AT2G01660	101	2115
AT1G01448	139	3075
AT2G38620	442	1613
AT3G25717	94	569
AT2G01640	227	1629
AT1G53010	1	536
AT4G09470	188	449
AT2G45720	166	3205
AT2G44290	35	1315
AT5G03695	1	538
AT5G65820	116	1913
AT5G61520	44	2375
AT1G56020	136	1739
AT5G05080	1504	2346
AT3G46110	28	1843
AT1G32380	343	2786
AT1G02950	43	1352
AT5G35790	759	3158
AT2G36680	136	2241
AT2G29760	104	2973
AT5G59960	216	3429
AT5G08495	6	154
AT2G40240	80	1613
AT3G16180	2620	3862
AT2G15730	158	2762
AT1G67680	1452	3078
AT3G56480	1361	3533
AT5G63040	171	2274
AT1G03935	1	86
AT1G21530	1	1839
AT1G32180	10	3519
AT1G08230	62	3325
AT1G04567	43	395
AT1G34390	2	3077
AT5G55820	1098	7778
AT2G34570	206	1890
AT2G25690	375	2383
AT1G19230	8	5207
AT5G09410	798	6593
AT3G09980	1356	2441
AT1G17030	1483	2155
AT2G13820	51	2227
AT2G41440	409	3227
AT5G17290	206	3812
AT3G55010	964	2263
AT2G39780	790	2658
AT5G09470	1	1563
AT1G71430	316	712
AT3G19580	134	1393
AT4G27370	190	6414
AT5G47600	263	786
AT2G32905	1	694
AT5G50000	1191	2797
AT5G01700	4	2728
AT3G26590	219	3872
AT5G63840	3545	4292
AT2G02810	474	1994
AT1G73130	196	3318
AT4G26230	2306	1054
AT3G16200	527	2283
AT1G40106	1	2426
AT3G44310	948	2881
AT3G52860	197	920
AT5G53210	20	3036
AT2G31380	77	1703
AT3G16320	128	5421
AT4G36620	33	1310
AT3G16430	1	1619
AT4G36830	35	1945
AT5G65500	2	3017
AT1G75520	731	2027
AT1G65950	127	4462
AT3G57550	1310	2961
AT1G64180	50	2906
AT1G23350	7	1244
AT1G08100	2	1950
AT3G57920	24	1792
AT2G22795	1664	2813
AT5G55960	156	2567
AT1G11265	18	4058
AT3G03810	199	4766
AT2G37860	941	2458
AT5G57820	10	745
AT1G08510	1126	3485
AT1G58270	2	2366
AT5G28646	18	2420
AT5G02100	174	2998
AT4G04940	448	6189
AT3G09055	51	431
AT5G52000	1	2173
AT2G24160	17	2604
AT3G52190	349	3394
AT2G23980	663	4318
AT3G13490	366	3687
AT3G27930	265	3236
AT5G41860	122	767
AT1G68020	1047	3446
AT3G25585	665	3571
AT1G20070	35	1138
AT1G10865	178	1769
AT2G39300	40	4335
AT1G12930	517	7347
AT2G40510	3500	1509
AT2G07792	1	74
AT2G31840	291	2049
AT3G11660	186	1348
AT1G04555	308	1738
AT3G47830	56	1427
AT1G70520	383	2899
AT5G03185	295	265
AT3G47650	278	1183
AT3G54780	25	2705
AT3G05545	790	3557
AT1G74380	723	1960
AT5G66570	4721	1889
AT3G56210	380	3225
AT2G01480	227	4384
AT4G39870	377	2610
AT1G58150	13	355
AT2G29130	1	2976
AT3G07005	46	679
AT3G20020	522	4397
AT1G79460	473	4279
AT5G38780	2	1746
AT2G26730	1504	3384
AT3G14630	42	2204
AT4G17670	374	1368
AT3G26270	1	1638
AT5G13940	2	5490
AT5G08160	723	2646
AT4G11160	898	4703
AT3G27415	17	926
AT2G32140	18	1742
AT4G30180	30	987
AT1G44000	339	1709
AT1G30545	39	2560
AT1G61020	1	73
AT2G01850	514	2307
AT5G43935	4	1267
AT3G09230	119	2044
AT5G27970	858	11328
AT5G47880	449	2542
AT5G00865	535	303
AT4G08775	15	386
AT2G16390	628	4071
AT5G52045	209	655
AT1G25450	513	2226
AT2G44360	191	964
AT1G16870	596	2590
AT2G35290	6	979
AT1G54680	83	1470
AT3G47800	1125	2400
AT4G14410	351	2270
AT3G06780	284	1033
AT5G67245	17	696
AT1G70270	11	665
AT5G28060	5932	1459
AT3G62610	34	1955
AT1G72250	1159	5639
AT1G04807	8	576
AT3G02115	26	171
AT2G18300	7	2335
AT5G39940	244	3174
AT1G73177	97	1310
AT5G58400	1681	1856
AT1G66520	138	2616
AT2G41475	146	1587
AT5G38320	65	882
AT1G76280	189	5200
AT4G25230	359	5592
AT4G38480	173	2431
AT5G46250	779	3053
AT3G56080	38	2801
AT4G27990	197	1181
AT1G61990	611	1963
AT1G02870	287	1467
AT5G59440	377	1901
AT3G01040	195	3803
AT5G49060	246	2263
AT1G21630	1692	7145
AT1G59900	1617	2752
AT2G17540	85	1565
AT5G66005	136	1606
AT1G62766	22	2228
AT2G41300	47	2073
AT1G53910	3965	2169
AT3G02585	42	183
AT1G09610	18	1179
AT1G32920	296	1236
AT2G44620	1147	1134
AT3G21340	1	4317
AT5G46420	540	3624
AT1G04450	1	1505
AT1G78320	5	982
AT3G08685	61	223
AT4G39540	239	2192
AT1G29980	670	2950
AT5G03700	24	1870
AT3G17800	497	2041
AT1G23060	47	2392
AT4G02075	38	3175
AT5G13370	5	2923
AT1G54400	12	1274
AT5G25380	13	3370
AT5G05180	521	2533
AT1G19950	292	2650
AT5G03835	18	289
AT2G29910	166	2094
AT2G01913	187	1035
AT5G18255	268	2022
AT2G46840	1	938
AT2G31725	387	1270
AT1G14315	1	1072
AT1G56423	182	2027
AT5G43200	1	688
AT5G54067	1	544
AT3G18620	91	2803
AT5G06155	13	1048
AT5G04820	161	1389
AT1G01250	19	890
AT1G16150	1	2762
AT1G49950	863	3247
AT1G16800	631	10984
AT4G14358	15	329
AT1G48610	807	2791
AT1G18630	255	1850
AT3G52340	173	2604
AT5G38680	2	1716
AT5G19760	2092	2748
AT5G59790	850	2523
AT4G14830	77	1250
AT2G35760	1349	1663
AT4G31800	104	2323
AT1G35310	64	971
AT4G08175	2	92
AT3G44753	12	2754
AT3G60320	439	3643
AT5G24590	809	2701
AT2G32230	352	2804
AT1G05810	40	1267
AT1G12850	676	2070
AT3G59160	2	1667
AT1G50950	151	4214
AT3G17675	1	606
AT5G23235	60	1725
AT3G05245	1	637
AT1G25112	8	776
AT2G07575	1	198
AT3G46980	280	3469
AT4G15475	331	3057
AT4G16120	625	3170
AT5G28740	1501	3493
AT4G34740	291	2209
AT2G37630	404	2248
AT3G60710	3	1309
AT3G28160	239	2135
AT2G05895	40	418
AT5G42260	1	1605
AT5G15160	22	1569
AT1G55130	580	2916
AT1G70210	792	3451
AT2G39910	199	2452
AT2G34130	12	2876
AT1G74950	730	1871
AT1G05757	17	328
AT1G02070	118	895
AT1G17680	664	6324
AT1G75020	69	2834
AT3G21150	6	1282
AT5G28360	19	1213
AT4G13670	243	2443
AT2G18770	209	2080
AT3G01630	15	1994
AT3G03040	335	2250
AT4G00850	125	1992
AT5G40550	250	2401
AT4G06534	2	1627
AT5G14970	218	1806
AT2G46870	300	1627
AT1G32700	432	2574
AT2G46490	420	838
AT2G01770	2	1799
AT1G26880	3186	2894
AT2G37555	374	1557
AT1G72920	10	1310
AT1G75860	266	1947
AT3G22070	36	780
AT1G16390	75	1984
AT1G77790	82	1284
AT1G65200	1	4324
AT5G08175	9	343
AT3G05840	1493	3386
AT5G41820	4	2847
AT2G39350	182	2666
AT3G14690	76	2699
AT5G48170	23	1120
AT1G08113	2	84
AT3G54540	1328	3146
AT3G60420	1	1604
AT4G14820	38	2845
AT4G13250	1112	2772
AT2G13960	51	1820
AT2G14365	3	521
AT1G48230	748	3232
AT4G39610	1	1269
AT4G11990	94	3950
AT2G37510	143	1626
AT2G18450	12	3481
AT5G47730	346	2898
AT1G74490	101	2142
AT2G14095	6	1546
AT4G27654	3	514
AT3G17580	4	760
AT1G66360	57	1524
AT5G58160	54	6366
AT3G44435	228	428
AT2G44870	307	1731
AT2G45180	94	969
AT1G48940	2	647
AT1G27340	203	2741
AT2G38120	1153	4304
AT1G60000	319	1449
AT2G28140	29	1282
AT3G21270	572	1359
AT4G35880	537	2759
AT5G06210	163	1426
AT5G18820	149	3213
AT2G45810	1317	3498
AT1G23860	987	2228
AT4G14190	137	1975
AT5G64130	1145	2103
AT3G24040	780	2412
AT2G47550	42	2863
AT4G15180	1747	11181
AT2G40270	230	3226
AT2G42975	54	1067
AT5G63120	333	3642
AT2G35345	11	466
AT1G53170	268	1062
AT1G47530	461	2908
AT3G55850	247	4291
AT3G24510	123	897
AT3G60540	9	1045
AT1G07900	2	1176
AT3G26134	8	363
AT4G28440	1577	1490
AT5G49720	2660	3077
AT1G15540	1	1786
AT3G10020	1016	1116
AT2G47210	741	4699
AT1G65030	381	2003
AT4G20060	114	5037
AT3G63440	305	2379
AT5G11300	62	3837
AT3G58050	472	5172
AT4G26130	1509	1558
AT5G50520	250	2123
AT4G05815	164	383
AT5G27530	5	3594
AT1G26550	1111	1915
AT4G27540	122	1602
AT4G13630	303	2881
AT5G20430	1	834
AT4G10690	243	4556
AT1G77190	1	81
AT1G24212	1	369
AT3G51450	340	1564
AT5G05870	1	1847
AT3G23140	479	964
AT3G48550	31	960
AT1G07380	128	4487
AT2G42510	50	3031
AT1G64100	9	3978
AT5G55000	275	3500
AT4G12870	13002	1316
AT5G14070	2	805
AT1G09657	156	319
AT4G10440	25	2553
AT1G54575	53	901
AT2G42370	120	2199
AT5G45970	1	2436
AT3G14230	1276	2178
AT1G02750	117	1898
AT1G31360	238	5272
AT5G58412	480	695
AT5G08590	560	2945
AT2G24360	1660	2451
AT1G71330	17	1155
AT1G55590	215	2580
AT1G29200	25	2911
AT2G29890	422	5480
AT1G20840	500	3555
AT5G41090	196	1018
AT2G22770	42	2051
AT2G32880	1	2012
AT5G43940	2863	2378
AT3G07360	524	2225
AT2G35950	105	1403
AT2G24535	1	1076
AT3G25165	2	598
AT2G07435	7	319
AT3G51040	154	1728
AT3G17820	2381	2394
AT3G20100	261	2075
AT1G19350	1161	2518
AT1G05183	182	1300
AT3G14370	23	1784
AT1G71870	397	2961
AT1G76270	292	3578
AT1G49490	68	2951
AT4G33510	1458	2426
AT1G07880	56	1962
AT5G08440	268	6541
AT3G18775	4	1684
AT5G52630	125	1958
AT2G40700	425	3014
AT4G13240	2	2672
AT2G35658	29	610
AT5G41550	67	3592
AT4G29000	436	3553
AT1G49410	1266	1728
AT5G05770	4	428
AT5G14710	144	1670
AT5G50690	2	1554
AT4G01020	714	6227
AT5G47120	1455	2073
AT3G57980	175	2503
AT3G05820	52	2777
AT2G28500	13	2019
AT1G06760	4904	1263
AT5G05710	52	769
AT3G05035	4	902
AT3G41768	319060	1807
AT3G08300	68	235
AT5G11730	426	2491
AT1G05057	16	194
AT1G55460	645	1720
AT2G04535	29	529
AT3G27620	203	1662
AT1G10390	2172	5918
AT3G62340	202	1718
AT1G78980	10	3796
AT3G42473	101	891
AT2G47935	182	1246
AT5G07290	1087	5862
AT4G37050	104	2635
AT2G08455	21	989
AT2G31320	463	6002
AT5G37720	958	3092
AT1G56310	323	3161
AT2G21580	4315	1365
AT4G22240	2195	1619
AT1G14390	25	2877
AT4G11290	45	1842
AT1G51100	80	1000
AT1G62620	128	2507
AT5G17670	79	1767
AT4G26630	4953	5365
AT2G08775	5	849
AT5G49310	5	2726
AT1G74590	74	1233
AT2G42160	232	2854
AT5G37470	1	1939
AT1G53345	136	1334
AT5G19330	1576	5225
AT2G46505	845	1290
AT5G53100	2	2073
AT3G28490	25	1667
AT5G57685	444	1258
AT1G17650	151	2705
AT5G61450	286	3148
AT1G75130	151	2037
AT1G54940	4	3151
AT3G01430	135	1150
AT3G27990	207	5650
AT5G13030	729	3554
AT2G38180	252	2105
AT5G64750	16	2439
AT2G10410	1162	1049
AT5G46340	428	4385
AT5G36800	648	1010
AT1G67328	17	1437
AT1G62360	163	3481
AT4G27490	335	2150
AT1G49225	6	5078
AT3G02225	55	429
AT1G63340	12	2137
AT3G06130	3270	2389
AT4G13550	153	5882
AT1G64561	13	748
AT5G01295	9	301
AT3G20500	394	2546
AT3G13040	256	3320
AT3G46780	330	2587
AT4G35260	1102	2229
AT4G21190	126	1822
AT1G19520	1351	2988
AT3G26440	242	6882
AT1G62540	33	4083
AT1G66680	741	2992
AT5G62190	4007	3776
AT3G04880	423	1104
AT5G59050	170	3850
AT1G01820	591	2333
AT1G10050	133	4839
AT3G44960	37	1798
AT2G16060	20	1246
AT5G64340	999	2978
AT1G04860	409	4067
AT1G53090	211	3717
AT3G12160	2	1393
AT1G02460	25	2805
AT5G49215	121	2686
AT2G39080	380	2824
AT1G33260	38	2131
AT4G09649	1	137
AT2G40010	227	2393
AT3G03275	20	281
AT1G20823	152	1005
AT2G26900	1980	3390
AT4G02655	229	639
AT4G14160	1386	6066
AT2G24040	28	1314
AT3G07500	53	1562
AT1G14410	399	2159
AT3G09710	179	3212
AT1G68100	364	3150
AT5G02560	313	1991
AT1G24792	34	1693
AT4G27380	362	1921
AT1G75820	280	3627
AT2G02740	187	1901
AT1G69830	1263	4945
AT3G36659	11	1381
AT1G72852	29	1646
AT3G12880	1	822
AT2G46950	16	2545
AT1G03530	753	3215
AT3G12180	195	1534
AT1G59700	21	1723
AT1G61980	257	2860
AT5G17790	194	3086
AT2G28580	5	3668
AT2G17840	398	2324
AT5G36220	30	2611
AT5G13150	18	2628
AT3G24506	206	1512
AT1G43250	2	5314
AT5G37850	250	3794
AT5G20240	9	2611
AT4G36190	395	3052
AT1G04023	12	329
AT4G16240	4	452
AT4G04490	1	2972
AT1G74540	19	1869
AT1G62870	1065	2885
AT1G70510	25	6393
AT2G20740	275	2017
AT4G27340	210	3364
AT3G17626	32	833
AT1G04263	1	100
AT3G57560	593	1553
AT5G11700	1597	9058
AT1G30755	82	4025
AT3G56680	931	2406
AT2G26080	2042	5288
AT2G03290	138	1282
AT2G04840	2	1231
AT1G03210	67	1442
AT1G80030	307	4257
AT3G02035	9	410
AT4G02230	2929	1540
AT4G38900	486	2796
AT5G64890	11	1044
AT2G42005	165	1729
AT2G14090	126	1995
AT1G48620	2414	3021
AT1G78590	219	2571
AT3G21400	202	1943
AT3G26560	2422	4362
AT4G09435	9	1601
AT5G04355	1	1016
AT2G25930	737	4380
AT4G28310	612	869
AT3G46600	347	2380
AT1G11320	120	2118
AT5G41410	517	4141
AT2G20320	187	6182
AT4G00050	3	2544
AT2G41660	13	1714
AT3G57460	3	2841
AT2G06005	82	3866
AT5G09690	120	2920
AT2G17080	1	989
AT1G52580	4	1449
AT4G17570	196	3746
AT5G18110	675	1937
AT5G42980	4142	1624
AT5G20350	779	5065
AT2G03040	94	922
AT1G76030	1272	3484
AT1G79260	139	1205
AT3G01100	333	4002
AT5G36380	2065	356
AT4G08190	4	953
AT4G34410	78	1384
AT5G07980	667	6686
AT3G25805	63	2039
AT3G25490	96	1760
AT5G39570	6483	2508
AT2G33400	432	1872
AT1G23460	41	3016
AT2G24970	137	1776
AT3G49380	5	1861
AT1G63080	163	3264
AT1G13350	774	4407
AT4G16870	114	4442
AT2G47690	823	1163
AT1G49720	191	2625
AT1G78660	493	2625
AT3G43870	1	974
AT5G02645	1	845
AT3G25770	5	1402
AT2G47320	1488	1617
AT1G67460	5	2476
AT4G07855	515	466
AT1G02180	238	1127
AT1G53200	189	3131
AT3G01510	125	3420
AT5G20330	1708	1601
AT3G02280	249	4540
AT1G17830	100	2749
AT1G67870	264	1829
AT4G25690	312	1589
AT1G51900	1	3089
AT4G30130	874	3880
AT5G47420	489	2282
AT4G13180	14	1208
AT1G14580	61	3242
AT3G19508	165	720
AT1G07420	473	2947
AT1G35230	3	759
AT3G13900	116	5351
AT2G34510	528	3092
AT1G19580	691	2885
AT3G06300	379	2481
AT4G28450	533	3305
AT2G37070	38	2994
AT1G32910	2	1982
AT5G45300	504	3363
AT4G04010	1	4744
AT1G69710	9	4648
AT1G52380	871	2689
AT1G71920	379	2218
AT5G41620	103	2869
AT3G24660	554	2374
AT3G23560	201	2805
AT5G19200	79	2284
AT5G35690	315	3716
AT1G22880	248	2341
AT1G44160	14	1630
AT5G06600	1765	9032
AT4G30760	641	1135
AT4G09990	13	1379
AT2G41060	454	3580
AT1G15550	40	1954
AT3G24830	8445	1655
AT1G58230	826	13102
AT1G21480	315	2606
AT2G37410	1882	1544
AT3G14610	347	2348
AT1G59865	2	984
AT1G17490	290	983
AT1G11440	46	1534
AT1G19376	1	86
AT4G34390	225	3920
AT1G72550	1510	4424
AT1G79630	337	3150
AT5G13510	596	833
AT2G40140	689	2737
AT3G48280	72	1846
AT2G39795	468	1324
AT1G22590	93	2612
AT5G50710	36	778
AT4G38180	221	3229
AT2G19730	5411	1805
AT2G47110	6561	710
AT3G50410	35	1223
AT5G65080	17	5115
AT2G04050	1	2288
AT3G20920	862	2175
AT3G24715	77	5368
AT5G10650	211	3511
AT4G20880	211	2057
AT5G04470	151	791
AT3G15610	461	2394
AT5G42720	448	2723
AT3G50000	1025	2623
AT3G62695	23	200
AT1G64960	475	4314
AT5G10240	562	3900
AT3G02810	3	2702
AT4G24750	304	2976
AT3G02340	276	1883
AT3G10270	484	6487
AT1G12810	351	1566
AT1G31410	190	2770
AT5G26749	66	1252
AT1G04900	331	4054
AT5G58250	391	1304
AT3G25900	137	2216
AT1G08630	342	4206
AT4G11000	1	1671
AT3G28500	5135	950
AT2G35230	289	2174
AT1G22890	29	860
AT2G40230	65	1743
AT3G28810	3	1804
AT4G03390	573	4788
AT1G05350	575	3731
AT1G25277	2	1063
AT1G78030	4	1667
AT4G33495	284	1892
AT1G77280	329	3824
AT5G18940	457	2820
AT2G08655	2	664
AT3G62690	114	1372
AT3G53235	5	857
AT1G73390	383	4942
AT2G33990	174	2256
AT4G19610	516	4571
AT4G09090	1	521
AT2G03820	1152	2272
AT1G66350	1036	2081
AT5G09380	103	2147
AT5G58550	209	3591
AT4G27710	137	2407
AT1G12845	171	775
AT5G41100	218	3724
AT1G04203	4	205
AT5G07100	1	1759
AT5G55060	222	4896
AT1G07128	55	1168
AT1G01550	1498	2248
AT4G39070	10	2053
AT3G48523	1	4223
AT5G45320	19	1070
AT1G47330	366	2857
AT1G64170	4	3497
AT4G37685	17	1040
AT3G08510	1546	3536
AT1G29830	13	4604
AT1G43800	5	2201
AT4G12780	1162	5116
AT1G73910	24	1470
AT2G44650	520	1740
AT2G30420	1	1315
AT4G03000	285	3457
AT4G00090	490	2826
AT5G11150	480	1917
AT3G58700	1553	1659
AT4G11720	11	3623
AT2G18060	10	3586
AT1G28110	543	3258
AT1G61520	3345	1519
AT5G22210	193	1273
AT3G25190	1	1468
AT2G38650	871	4421
AT1G05340	70	1139
AT3G25493	78	504
AT1G65220	1115	3019
AT2G48000	148	2210
AT5G45730	10	2098
AT1G61470	6	1210
AT1G76390	280	3503
AT1G63000	788	1909
AT4G07410	1153	4724
AT4G15975	24	1370
AT1G55190	183	802
AT3G14850	238	2359
AT2G03800	185	2545
AT5G47920	64	976
AT1G13870	259	1480
AT3G13540	17	1791
AT3G07730	76	1939
AT4G35080	764	2139
AT5G54880	118	1440
AT2G37890	109	2440
AT3G06420	48	1407
AT2G17130	345	1793
AT5G61390	108	2523
AT2G28420	2	1194
AT1G78790	122	1873
AT4G19040	577	6049
AT2G39675	48	989
AT4G01440	24	2355
AT4G15690	4	665
AT5G37410	43	2112
AT3G14980	478	5713
AT1G08937	12	132
AT5G60630	70	754
AT2G29670	330	3320
AT5G07525	18	507
AT3G04040	15	1804
AT1G19320	5	971
AT1G09370	21	662
AT1G21770	231	642
AT4G24175	60	2113
AT4G31985	2215	892
AT5G42330	224	972
